50	20
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	
0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	
0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	
0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	
0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	
0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	
0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	
0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	
0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	
0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	
