20	20
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	20	
0	19	19	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	
0	0	20	0	0	0	20	0	0	0	0	20	0	20	0	0	0	0	0	0	
0	0	0	0	0	19	19	19	0	0	0	0	0	0	0	0	0	19	0	1	
0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	20	
0	0	0	0	0	19	0	19	0	19	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	20	0	20	0	
0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	20	
0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	1	
0	20	20	0	0	0	20	0	0	0	0	0	0	20	0	0	20	0	0	0	
19	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	19	1	
0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	
0	19	0	0	0	0	0	0	0	0	19	0	19	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
0	0	0	0	19	0	0	0	0	0	0	19	0	19	0	19	0	0	0	1	
20	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	19	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	
0	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	
